id,ident,type,name,latitude_deg,longitude_deg,elevation_ft
20833,KPIL,small_airport,Port Isabel Cameron County Airport,26.166200637817383,-97.3459014892578,19.0
20834,KPIM,small_airport,Harris County Airport,32.8406982422,-84.8824005127,902.0
3777,KPIR,medium_airport,Pierre Regional Airport,44.38270187,-100.2860031,1744.0
3778,KPIT,large_airport,Pittsburgh International Airport,40.49150085,-80.23290253,1203.0
19132,KPJC,small_airport,Zelienople Municipal Airport,40.80160141,-80.16069794,898.0
20835,KPJY,small_airport,Pinckneyville Du Quoin Airport,37.97790145874024,-89.3604965209961,400.0
3779,KPKB,medium_airport,Mid Ohio Valley Regional Airport,39.34510040283203,-81.43920135498047,858.0
20836,KPKD,small_airport,Park Rapids Municipal Konshok Field,46.9006,-95.073095,1445.0
20837,KPKF,small_airport,Park Falls Municipal Airport,45.955001831055,-90.42440032959,1500.0
20838,KPKV,small_airport,Calhoun County Airport,28.65399933,-96.6812973,32.0
308216,KPL,small_airport,Kapal Airport,-8.630184,142.823756,170.0
3780,KPLB,closed,Clinton County Airport,44.6875,-73.52449798583984,371.0
20839,KPLD,small_airport,Portland Municipal Airport,40.45080185,-84.99009705,925.0
20840,KPLK,small_airport,M. Graham Clark Downtown Airport,36.62590027,-93.22889709,940.0
3781,KPLN,medium_airport,Pellston Regional Airport of Emmet County Airport,45.57089996,-84.79669952,721.0
20841,KPLR,small_airport,St Clair County Airport,33.558799743652,-86.249099731445,485.0
24101,KPLU,small_airport,Pierce County-Thun Field,47.103901,-122.287003,538.0
20842,KPMB,small_airport,Pembina Municipal Airport,48.9425010681,-97.2407989502,795.0
3782,KPMD,medium_airport,Palmdale Regional Airport / USAF Plant 42 Airport,34.629398,-118.084999,2543.0
20843,KPMH,small_airport,Greater Portsmouth Regional Airport,38.8404998779,-82.84729766850002,663.0
20844,KPMP,small_airport,Pompano Beach Airpark,26.247100830078,-80.111099243164,19.0
20845,KPMU,small_airport,Panola County Airport,34.36349869,-89.89260101,221.0
20846,KPMV,small_airport,Plattsmouth Municipal Airport,40.95019913,-95.91790009,1204.0
20847,KPMZ,small_airport,Plymouth Municipal Airport,35.80839920043945,-76.7593002319336,39.0
20848,KPNA,medium_airport,Ralph Wenz Field,42.79550171,-109.8069992,7102.0
20849,KPNC,medium_airport,Ponca City Regional Airport,36.73199844,-97.09980011,1008.0
20850,KPNE,medium_airport,Northeast Philadelphia Airport,40.081902,-75.010597,120.0
20851,KPNM,small_airport,Princeton Municipal Airport,45.55989838,-93.60820007,980.0
20852,KPNN,small_airport,Princeton Municipal Airport,45.200698852539,-67.564399719238,266.0
3783,KPNS,medium_airport,Pensacola International Airport,30.4734,-87.1866,121.0
20853,KPNT,small_airport,Pontiac Municipal Airport,40.924255,-88.62447,666.0
3784,KPOB,medium_airport,Pope Field,35.1708984375,-79.014503479004,217.0
20854,KPOC,small_airport,Brackett Field,34.091598510742,-117.78199768066,1011.0
3785,KPOE,medium_airport,Polk Army Air Field,31.0447998,-93.1917038,330.0
20855,KPOF,small_airport,Poplar Bluff Municipal Airport,36.773899078369,-90.324897766113,331.0
20856,KPOH,small_airport,Pocahontas Municipal Airport,42.74280167,-94.64730072,1226.0
3786,KPOU,medium_airport,Dutchess County Airport,41.6265983581543,-73.88420104980469,165.0
18563,KPOV,small_airport,Portage County Regional Airport,41.210201,-81.251602,1197.0
20857,KPOY,small_airport,Powell Municipal Airport,44.867198944092,-108.79299926758,5092.0
20858,KPPA,small_airport,Perry Lefors Field,35.612998962402,-100.99600219727,3245.0
20859,KPPF,small_airport,Tri-City Airport,37.32989883,-95.5062027,900.0
20860,KPPO,small_airport,La Porte Municipal Airport,41.5724983215,-86.73449707030001,812.0
20861,KPPQ,small_airport,Pittsfield Penstone Municipal Airport,39.63890075683594,-90.77839660644533,710.0
3787,KPQI,medium_airport,Presque Isle International Airport,46.688999,-68.0448,534.0
20862,KPQL,small_airport,Trent Lott International Airport,30.462799072266,-88.529197692871,17.0
20863,KPQN,small_airport,Pipestone Municipal Airport,43.98329925537109,-96.30030059814452,1736.0
20864,KPR,seaplane_base,Port Williams Seaplane Base,58.4901008606,-152.582000732,0.0
3788,KPRB,medium_airport,Paso Robles Municipal Airport,35.67290115,-120.6269989,840.0
